Wavenumber,Transmission
cm^{-1},a.u.
3199.8582,0.65186
3198.8938,0.65299
3197.9294,0.65374
3196.965,0.65467
3196.0006,0.65626
3195.0362,0.65873
3194.0718,0.66154
3193.1074,0.66342
3192.143,0.66441
3191.1786,0.66574
3190.2142,0.66812
3189.2498,0.67113
3188.2854,0.6736
3187.321,0.67518
3186.3566,0.67622
3185.3922,0.67741
3184.4279,0.67909
3183.4635,0.68072
3182.4991,0.68171
3181.5347,0.682
3180.5703,0.68225
3179.6059,0.68388
3178.6415,0.68719
3177.6771,0.69035
3176.7127,0.69233
3175.7483,0.69386
3174.7839,0.69544
3173.8195,0.69643
3172.8551,0.69693
3171.8907,0.69787
3170.9263,0.69959
3169.9619,0.70108
3168.9976,0.70172
3168.0332,0.70276
3167.0688,0.70454
3166.1044,0.70632
3165.14,0.70814
3164.1756,0.70997
3163.2112,0.7116
3162.2468,0.71323
3161.2824,0.71467
3160.318,0.71521
3159.3536,0.71511
3158.3892,0.7157
3157.4248,0.71768
3156.4604,0.72
3155.4961,0.72193
3154.5316,0.72386
3153.5673,0.72554
3152.6029,0.72633
3151.6385,0.72618
3150.6741,0.72559
3149.7097,0.72544
3148.7453,0.72603
3147.7809,0.72712
3146.8165,0.72845
3145.8521,0.72979
3144.8877,0.73083
3143.9233,0.73162
3142.9589,0.73181
3141.9945,0.73157
3141.0301,0.73191
3140.0658,0.73241
3139.1013,0.73275
3138.137,0.73345
3137.1726,0.73374
3136.2082,0.73379
3135.2438,0.73433
3134.2794,0.73478
3133.315,0.73409
3132.3506,0.73315
3131.3862,0.73265
3130.4218,0.73211
3129.4574,0.73132
3128.493,0.73088
3127.5286,0.73043
3126.5642,0.72964
3125.5998,0.7288
3124.6355,0.72806
3123.671,0.72707
3122.7067,0.72559
3121.7423,0.72386
3120.7779,0.72257
3119.8135,0.72238
3118.8491,0.72218
3117.8847,0.72129
3116.9203,0.72015
3115.9559,0.71911
3114.9915,0.71808
3114.0271,0.71679
3113.0627,0.71491
3112.0983,0.71269
3111.1339,0.71121
3110.1695,0.71091
3109.2051,0.71071
3108.2408,0.70992
3107.2764,0.70948
3106.312,0.70968
3105.3476,0.70958
3104.3832,0.70908
3103.4188,0.70913
3102.4544,0.70963
3101.49,0.70958
3100.5256,0.70898
3099.5612,0.70889
3098.5968,0.70977
3097.6324,0.71071
3096.668,0.71081
3095.7036,0.7115
3094.7393,0.71333
3093.7748,0.71457
3092.8105,0.71437
3091.8461,0.71378
3090.8817,0.71363
3089.9173,0.71472
3088.9529,0.71659
3087.9885,0.71822
3087.0241,0.71951
3086.0597,0.72114
3085.0953,0.72292
3084.1309,0.72376
3083.1665,0.72346
3082.2021,0.72361
3081.2377,0.72539
3080.2733,0.72786
3079.309,0.72999
3078.3445,0.73201
3077.3802,0.73424
3076.4158,0.73606
3075.4514,0.7369
3074.487,0.73779
3073.5226,0.73942
3072.5582,0.74125
3071.5938,0.74293
3070.6294,0.74486
3069.665,0.74674
