Wavenumber,Transmission
cm^{-1},a.u.
2850.7476,0.62603
2849.7833,0.62559
2848.8189,0.62536
2847.8545,0.62567
2846.8901,0.62647
2845.9257,0.62727
2844.9613,0.62746
2843.9969,0.627
2843.0325,0.62661
2842.0681,0.62697
2841.1037,0.6279
2840.1393,0.62886
2839.1749,0.62985
2838.2105,0.63113
2837.2461,0.63258
2836.2817,0.63373
2835.3174,0.63426
2834.353,0.63434
2833.3886,0.63439
2832.4242,0.63474
2831.4598,0.63535
2830.4954,0.63585
2829.531,0.63615
2828.5666,0.6364
2827.6022,0.63649
2826.6378,0.63633
2825.6734,0.63633
2824.709,0.63686
2823.7446,0.63768
2822.7802,0.63847
2821.8158,0.63923
2820.8514,0.63994
2819.8871,0.64045
2818.9227,0.64097
2817.9583,0.64175
2816.9939,0.64259
2816.0295,0.64327
2815.0651,0.64385
2814.1007,0.64436
2813.1363,0.64475
2812.1719,0.64505
2811.2075,0.64519
2810.2431,0.64523
2809.2787,0.64556
2808.3143,0.64634
2807.3499,0.64717
2806.3855,0.64782
2805.4211,0.64839
2804.4568,0.64916
2803.4924,0.65026
2802.528,0.65134
2801.5636,0.65169
2800.5992,0.65114
2799.6348,0.65038
2798.6704,0.65031
2797.706,0.65124
2796.7416,0.65257
2795.7772,0.65357
2794.8128,0.65419
2793.8484,0.65497
2792.884,0.65596
2791.9196,0.65674
2790.9552,0.65698
2789.9909,0.65685
2789.0265,0.65671
2788.0621,0.65688
2787.0977,0.65744
2786.1333,0.65811
2785.1689,0.65862
2784.2045,0.65884
2783.2401,0.65889
2782.2757,0.65917
2781.3113,0.65989
2780.3469,0.66085
2779.3825,0.66168
2778.4181,0.66223
2777.4537,0.66268
2776.4893,0.66322
2775.5249,0.66377
2774.5606,0.6642
2773.5962,0.66455
2772.6318,0.66482
