Velocity,NormIntensity
mm/s,a.u.
5.1046,0.86185
5.1167,0.87293
5.1289,0.88313
5.141,0.8925
5.1531,0.90109
5.1653,0.90894
5.1774,0.91611
5.1895,0.92265
5.2016,0.9286
5.2138,0.93401
5.2259,0.93893
5.238,0.94338
5.2501,0.94742
5.2622,0.95109
5.2744,0.95441
5.2865,0.95742
5.2986,0.96015
5.3107,0.96262
5.3229,0.96487
5.335,0.96691
5.3471,0.96877
5.3593,0.97047
5.3714,0.97201
5.3835,0.97343
5.3956,0.97473
5.4078,0.97592
5.4199,0.97701
5.432,0.97802
5.4441,0.97895
5.4562,0.97982
5.4684,0.98062
5.4805,0.98136
5.4926,0.98206
5.5047,0.9827
5.5169,0.98331
5.529,0.98388
5.5411,0.98441
5.5533,0.98491
5.5654,0.98538
5.5775,0.98583
5.5896,0.98625
5.6018,0.98665
5.6139,0.98702
5.626,0.98738
5.6381,0.98771
5.6502,0.98803
5.6624,0.98833
5.6745,0.98862
5.6866,0.9889
5.6988,0.98916
5.7109,0.9894
5.723,0.98964
5.7351,0.98986
5.7473,0.99007
5.7594,0.99028
5.7715,0.99047
5.7836,0.99065
5.7957,0.99083
5.8079,0.99099
5.82,0.99115
5.8321,0.9913
5.8442,0.99144
5.8564,0.99158
5.8685,0.99171
5.8806,0.99183
5.8928,0.99195
5.9049,0.99206
5.917,0.99216
5.9291,0.99226
5.9413,0.99235
5.9534,0.99244
5.9655,0.99252
5.9776,0.9926
5.9897,0.99267
6.0019,0.99273
6.014,0.9928
6.0261,0.99286
6.0382,0.99291
6.0504,0.99296
6.0625,0.993
6.0746,0.99304
6.0868,0.99308
6.0989,0.99311
6.111,0.99314
6.1231,0.99317
6.1353,0.99319
6.1474,0.9932
6.1595,0.99322
6.1716,0.99323
6.1837,0.99323
6.1959,0.99323
6.208,0.99323
6.2201,0.99323
6.2322,0.99322
6.2444,0.9932
6.2565,0.99319
6.2686,0.99317
6.2808,0.99314
6.2929,0.99312
6.305,0.99309
6.3171,0.99305
